window,window_mid,player_id,player_name,poss_off,poss_def,shrinkage,prior_off,prior_def,prior_total,boost_off,boost_def,boost_total,u_off,u_def,u_total,u_plain_off,u_plain_def,u_plain_total,rapm_mm_off,rapm_mm_def,rapm_mm_total,rating_off,rating_def,rating_total,rating_off_raw,rating_def_raw,key,player_name_con,team,adj_offense,adj_defense,adj_overall,z_ours_total,z_con_total,d_total,rk_ours_total,rk_con_total,dr_total,z_ours_off,z_con_off,d_off,rk_ours_off,rk_con_off,dr_off,z_ours_def,z_con_def,d_def,rk_ours_def,rk_con_def,dr_def,bigness,minutes,orb,blk,drb,ast,fg3m,archetype,mins_bucket
2024-2026,2025.0,1641706,Brandon Miller,10642.0,10629.0,0.482,0.726,-0.594,0.132,0.266,0.156,0.421,-0.118,0.723,0.605,-0.013,0.315,0.303,0.713,-0.279,0.434,0.462,0.194,0.656,0.608,0.128,brandon miller,Brandon Miller,Charlotte Hornets,1.3,1.3,2.6,0.58,1.231,-0.651,134.0,52.0,-82.0,0.69,0.885,-0.195,98.0,77.5,-20.5,0.261,1.16,-0.898,186.0,60.0,-126.0,0.015,5277.0,1.057,0.723,4.161,3.343,3.356,wing,3000+
2024-2026,2025.0,1627739,Kris Dunn,10677.0,10695.0,0.482,-0.129,1.408,1.279,0.33,-0.066,0.264,0.28,0.62,0.9,0.509,1.493,2.002,0.381,2.9,3.281,0.135,1.964,2.099,0.151,2.028,kris dunn,Kris Dunn,Los Angeles Clippers,-1.4,1.6,0.2,1.234,0.245,0.989,52.0,175.0,123.0,0.441,-0.495,0.936,139.0,318.5,179.5,1.501,1.434,0.066,32.0,39.0,7.0,-0.43,5267.0,1.1,0.472,3.759,5.188,1.34,guard,3000+
2024-2026,2025.0,1627742,Brandon Ingram,10764.0,10734.0,0.485,0.313,-0.062,0.251,0.601,0.412,1.013,0.486,-0.053,0.433,0.689,-0.098,0.591,1.002,-0.16,0.842,0.623,-0.036,0.587,0.799,-0.115,brandon ingram,Brandon Ingram,Toronto Raptors,-0.1,-0.5,-0.6,0.548,-0.083,0.631,140.0,230.5,90.5,0.813,0.169,0.643,81.0,171.5,90.5,0.101,-0.488,0.589,214.0,318.5,104.5,-0.185,5301.0,0.835,0.72,4.964,5.025,1.793,guard,3000+
2024-2026,2025.0,1629656,Quentin Grimes,10782.0,10802.0,0.485,-0.702,-0.645,-1.347,-0.768,0.015,-0.753,-0.286,-0.11,-0.396,-0.526,-0.264,-0.79,-1.228,-0.909,-2.137,-0.708,-0.632,-1.34,-0.988,-0.755,quentin grimes,Quentin Grimes,Philadelphia 76ers,-0.4,0.1,-0.3,-0.325,0.04,-0.365,295.0,206.0,-89.0,-0.203,0.016,-0.218,256.0,195.0,-61.0,-0.316,0.061,-0.377,291.0,210.0,-81.0,-0.459,5252.0,0.823,0.391,3.955,3.688,2.536,guard,3000+
2024-2026,2025.0,1629018,Gary Trent Jr.,10804.0,10810.0,0.485,-0.435,-0.899,-1.334,-0.115,-0.689,-0.804,0.119,-2.028,-1.909,0.116,-2.342,-2.226,-0.318,-3.242,-3.56,-0.206,-2.652,-2.859,-0.316,-2.927,gary trent,Gary Trent Jr.,Milwaukee Bucks,-0.9,-1.8,-2.8,-1.014,-0.986,-0.028,396.0,401.5,5.5,0.18,-0.24,0.42,175.0,264.5,89.5,-1.731,-1.678,-0.052,459.0,461.0,2.0,-1.053,5262.0,0.363,0.116,2.531,1.95,3.291,guard,3000+
2024-2026,2025.0,1641731,Bilal Coulibaly,10888.0,10897.0,0.487,-1.385,0.335,-1.05,-0.142,0.013,-0.129,-0.944,-1.39,-2.334,-1.482,-1.391,-2.873,-2.868,-1.055,-3.923,-1.688,-0.911,-2.6,-2.329,-1.055,bilal coulibaly,Bilal Coulibaly,Washington Wizards,-1.9,-0.1,-2.1,-0.897,-0.699,-0.198,380.0,359.0,-21.0,-0.951,-0.751,-0.199,399.0,379.5,-19.5,-0.512,-0.122,-0.39,325.0,243.0,-82.0,1.498,5134.0,1.367,1.003,4.193,3.183,1.346,wing,3000+
2024-2026,2025.0,1629027,Trae Young,10934.0,10928.0,0.488,2.546,-1.189,1.357,0.048,-1.346,-1.299,0.917,-1.103,-0.187,1.563,-1.649,-0.087,4.108,-2.838,1.27,2.623,-2.059,0.564,3.462,-2.292,trae young,Trae Young,Washington Wizards,4.5,-2.4,2.0,0.538,0.984,-0.446,142.0,79.0,-63.0,2.339,2.521,-0.182,14.0,10.5,-3.5,-1.315,-2.228,0.912,434.0,472.0,38.0,-5.451,5058.0,0.448,0.178,2.505,11.267,2.989,guard,3000+
2024-2026,2025.0,1630532,Franz Wagner,10962.0,10935.0,0.489,0.749,-0.054,0.695,0.314,0.144,0.457,0.964,2.42,3.384,1.051,2.507,3.558,1.8,2.453,4.252,1.295,2.259,3.554,1.713,2.366,franz wagner,Franz Wagner,Orlando Magic,2.4,1.7,4.1,1.894,1.847,0.048,16.0,19.0,3.0,1.326,1.447,-0.122,41.0,38.0,-3.0,1.707,1.526,0.181,24.0,33.5,9.5,0.122,5382.0,1.144,0.401,4.876,4.455,1.645,wing,3000+
2024-2026,2025.0,1631096,Chet Holmgren,11026.0,11012.0,0.491,-0.414,1.291,0.876,0.641,0.155,0.796,1.15,2.133,3.283,1.464,2.783,4.247,1.05,4.073,5.123,0.592,3.234,3.827,0.736,3.424,chet holmgren,Chet Holmgren,Oklahoma City Thunder,1.8,3.5,5.2,2.018,2.298,-0.28,10.0,8.0,-2.0,0.79,1.141,-0.351,88.0,57.5,-30.5,2.389,3.174,-0.784,5.0,2.5,-2.5,5.24,5287.0,2.09,2.669,8.26,2.574,1.777,big,3000+
2024-2026,2025.0,1628370,Malik Monk,11042.0,11009.0,0.491,-0.079,-0.873,-0.952,-0.068,0.119,0.051,0.407,-0.032,0.375,0.449,-0.278,0.171,0.37,-1.151,-0.781,0.272,-0.773,-0.501,0.327,-0.905,malik monk,Malik Monk,Sacramento Kings,0.7,-1.1,-0.5,0.055,-0.042,0.097,230.0,222.0,-8.0,0.545,0.578,-0.033,118.0,108.0,-10.0,-0.415,-1.038,0.622,306.0,405.0,99.0,-2.032,5291.0,0.497,0.687,3.409,6.239,2.796,guard,3000+
2024-2026,2025.0,1628976,Wendell Carter Jr.,11046.0,11037.0,0.491,-1.757,0.587,-1.17,0.073,-0.148,-0.075,-0.113,1.227,1.114,-0.404,1.358,0.955,-2.161,1.946,-0.215,-1.38,1.743,0.363,-1.871,1.814,wendell carter,Wendell Carter Jr.,Orlando Magic,-1.1,1.8,0.7,0.447,0.451,-0.004,155.0,139.0,-16.0,-0.715,-0.342,-0.373,355.0,287.0,-68.0,1.346,1.617,-0.272,42.0,28.0,-14.0,3.892,5455.0,2.805,0.779,6.764,2.528,1.142,big,3000+
2024-2026,2025.0,1631097,Bennedict Mathurin,11093.0,11102.0,0.492,-1.327,-1.007,-2.334,-0.11,0.048,-0.063,0.06,-0.026,0.034,-0.165,-0.495,-0.66,-1.492,-1.502,-2.994,-0.91,-0.892,-1.802,-1.266,-1.033,bennedict mathurin,Bennedict Mathurin,Los Angeles Clippers,-0.2,-0.3,-0.5,-0.535,-0.042,-0.493,330.0,222.0,-108.0,-0.356,0.118,-0.474,285.0,179.5,-105.5,-0.499,-0.305,-0.193,321.0,280.0,-41.0,1.169,5305.0,1.371,0.346,4.805,2.606,1.717,wing,3000+
2024-2026,2025.0,203110,Draymond Green,11095.0,11098.0,0.492,0.579,1.94,2.519,-0.343,0.678,0.336,-1.413,1.323,-0.091,0.031,2.042,2.073,0.61,3.981,4.592,-0.613,3.079,2.465,-0.834,3.262,draymond green,Draymond Green,Golden State Warriors,-2.8,0.7,-2.1,1.4,-0.699,2.099,41.0,359.0,318.0,-0.13,-1.211,1.081,237.0,438.5,201.5,2.281,0.61,1.67,7.0,125.0,118.0,0.137,5343.0,1.381,1.071,6.617,7.351,1.563,wing,3000+
2024-2026,2025.0,1631108,Max Christie,11120.0,11133.0,0.493,-1.277,-0.392,-1.669,0.114,-0.411,-0.297,-0.348,-0.452,-0.8,-0.833,-0.614,-1.447,-2.11,-1.006,-3.115,-1.179,-0.717,-1.896,-1.625,-0.844,max christie,Max Christie,Dallas Mavericks,-1.9,-0.2,-2.1,-0.578,-0.699,0.121,334.0,359.0,25.0,-0.562,-0.751,0.189,322.0,379.5,57.5,-0.376,-0.214,-0.162,300.0,264.0,-36.0,0.027,5311.0,0.461,0.508,3.938,2.42,2.284,wing,3000+
2024-2026,2025.0,1629614,Andrew Nembhard,11170.0,11149.0,0.494,-0.357,-0.346,-0.702,-0.384,-0.189,-0.573,-0.238,0.52,0.281,-0.226,0.197,-0.029,-0.583,-0.148,-0.731,-0.409,0.222,-0.187,-0.595,0.174,andrew nembhard,Andrew Nembhard,Indiana Pacers,1.1,-0.2,0.9,0.197,0.533,-0.336,199.0,128.5,-70.5,0.025,0.783,-0.757,200.0,86.5,-113.5,0.281,-0.214,0.495,182.0,264.0,82.0,-2.433,5363.0,0.638,0.168,2.833,7.001,1.47,guard,3000+
2024-2026,2025.0,202695,Kawhi Leonard,11182.0,11173.0,0.494,4.682,1.433,6.114,1.204,0.407,1.611,0.547,0.619,1.166,2.842,1.664,4.506,7.524,3.097,10.621,3.903,1.954,5.857,5.229,2.052,kawhi leonard,Kawhi Leonard,Los Angeles Clippers,6.2,0.8,7.0,2.939,3.037,-0.098,4.0,6.0,2.0,3.316,3.39,-0.074,6.0,5.5,-0.5,1.493,0.702,0.791,35.0,106.0,71.0,0.627,5596.0,1.222,0.663,5.52,3.821,2.509,wing,3000+
2024-2026,2025.0,1630230,Naji Marshall,11220.0,11274.0,0.495,-0.791,-0.33,-1.12,0.041,0.051,0.092,0.567,-0.613,-0.046,0.388,-0.75,-0.362,-0.402,-1.08,-1.482,-0.137,-0.809,-0.946,-0.223,-0.942,naji marshall,Naji Marshall,Dallas Mavericks,0.0,0.2,0.2,-0.147,0.245,-0.392,265.0,175.0,-90.0,0.233,0.22,0.013,166.0,163.5,-2.5,-0.44,0.153,-0.593,308.0,191.5,-116.5,0.531,5358.0,1.303,0.195,4.851,3.877,1.209,wing,3000+
2024-2026,2025.0,1628960,Grayson Allen,11280.0,11250.0,0.496,0.713,-0.02,0.693,-0.017,-0.076,-0.094,0.599,-1.554,-0.955,1.52,-1.368,0.152,2.233,-1.388,0.845,0.993,-1.391,-0.398,1.312,-1.574,grayson allen,Grayson Allen,Phoenix Suns,2.7,-0.7,2.0,0.102,0.984,-0.882,223.0,79.0,-144.0,1.096,1.601,-0.505,54.0,34.0,-20.0,-0.848,-0.671,-0.176,376.0,358.0,-18.0,-0.855,5526.0,0.775,0.502,3.42,3.642,3.342,guard,3000+
2024-2026,2025.0,1629628,RJ Barrett,11305.0,11301.0,0.497,-0.424,-0.59,-1.014,0.461,0.35,0.811,1.315,0.445,1.76,1.192,-0.038,1.154,0.768,-0.628,0.14,0.695,-0.076,0.618,0.891,-0.146,rj barrett,RJ Barrett,Toronto Raptors,1.2,-0.7,0.6,0.563,0.41,0.153,136.0,145.5,9.5,0.868,0.834,0.034,74.0,82.0,8.0,0.072,-0.671,0.744,222.0,358.0,136.0,0.036,5430.0,1.12,0.385,5.383,4.614,1.943,wing,3000+
2024-2026,2025.0,1629673,Jordan Poole,11306.0,11300.0,0.497,0.776,-0.691,0.085,-1.646,-0.145,-1.791,-1.277,-1.093,-2.37,-1.38,-1.53,-2.91,-0.605,-2.221,-2.826,-0.353,-1.585,-1.937,-0.501,-1.784,jordan poole,Jordan Poole,New Orleans Pelicans,-0.7,-1.4,-2.1,-0.596,-0.699,0.102,335.0,359.0,24.0,0.069,-0.138,0.206,192.0,236.5,44.5,-0.983,-1.312,0.329,399.0,441.0,42.0,-2.204,5285.0,0.49,0.456,2.861,5.211,3.508,guard,3000+
2024-2026,2025.0,1631114,Jalen Williams,11327.0,11313.0,0.497,0.686,0.153,0.839,-0.212,0.025,-0.187,-0.075,0.969,0.894,0.402,1.198,1.6,1.088,1.351,2.439,0.482,1.09,1.571,0.611,1.122,jalen williams,Jalen Williams,Oklahoma City Thunder,1.7,1.0,2.7,0.995,1.272,-0.277,70.0,47.5,-22.5,0.705,1.089,-0.384,95.0,62.0,-33.0,0.888,0.885,0.003,87.0,82.0,-5.0,-0.677,5401.0,0.82,0.667,4.532,5.712,1.666,guard,3000+
2024-2026,2025.0,1629012,Collin Sexton,11349.0,11353.0,0.498,1.172,-0.793,0.378,-0.293,-0.43,-0.723,0.444,-0.419,0.024,0.748,-0.788,-0.04,1.919,-1.581,0.339,1.235,-1.059,0.176,1.615,-1.213,collin sexton,Collin Sexton,Chicago Bulls,0.4,-1.0,-0.6,0.362,-0.083,0.445,170.0,230.5,60.5,1.28,0.425,0.855,45.0,129.5,84.5,-0.615,-0.946,0.331,339.0,396.0,57.0,-1.726,5449.0,1.136,0.225,2.372,5.748,2.312,guard,3000+
2024-2026,2025.0,1630245,Ayo Dosunmu,11388.0,11403.0,0.499,-0.485,-0.61,-1.095,-0.17,0.051,-0.119,-0.557,-0.596,-1.153,-0.612,-0.895,-1.507,-1.097,-1.506,-2.602,-0.759,-1.053,-1.812,-1.042,-1.207,ayo dosunmu,Ayo Dosunmu,Minnesota Timberwolves,-0.5,-0.6,-1.1,-0.54,-0.288,-0.251,331.0,271.0,-60.0,-0.241,-0.035,-0.206,265.0,207.5,-57.5,-0.611,-0.58,-0.032,338.0,338.5,0.5,-0.826,5491.0,0.833,0.472,3.193,4.583,1.993,guard,3000+
2024-2026,2025.0,1629636,Darius Garland,11392.0,11354.0,0.499,2.144,-0.777,1.367,0.106,-0.442,-0.336,0.555,-0.171,0.385,1.319,-0.391,0.928,3.464,-1.168,2.295,2.037,-0.816,1.221,2.7,-0.948,darius garland,Darius Garland,Los Angeles Clippers,2.9,-0.8,2.2,0.836,1.067,-0.231,88.0,71.5,-16.5,1.892,1.703,0.189,23.0,29.5,6.5,-0.445,-0.763,0.318,311.0,372.5,61.5,-3.521,5542.0,0.617,0.169,2.455,7.665,3.027,guard,3000+
2024-2026,2025.0,1641705,Victor Wembanyama,11471.0,11441.0,0.5,1.753,2.447,4.2,0.367,0.813,1.18,-0.036,2.923,2.887,0.776,3.673,4.449,2.529,6.12,8.65,1.309,4.979,6.288,1.717,5.37,victor wembanyama,Victor Wembanyama,San Antonio Spurs,4.0,4.6,8.6,3.135,3.694,-0.559,3.0,3.0,0.0,1.337,2.265,-0.929,40.0,13.0,-27.0,3.611,4.181,-0.57,1.0,1.0,0.0,6.616,5495.0,2.444,4.108,10.639,4.199,2.568,big,3000+
2024-2026,2025.0,201566,Russell Westbrook,11526.0,11544.0,0.502,1.825,0.802,2.627,-0.005,0.021,0.016,-1.383,-1.835,-3.219,-0.301,-1.365,-1.666,1.524,-0.563,0.961,0.324,-0.895,-0.57,0.441,-1.033,russell westbrook,Russell Westbrook,Sacramento Kings,-1.1,-1.7,-2.8,0.024,-0.986,1.01,238.0,401.5,163.5,0.585,-0.342,0.927,112.0,287.0,175.0,-0.5,-1.587,1.086,323.0,454.0,131.0,-0.772,5473.0,1.809,0.474,5.17,7.821,1.737,guard,3000+
2024-2026,2025.0,1629060,Rui Hachimura,11581.0,11604.0,0.503,-1.645,-0.408,-2.053,0.572,-0.154,0.418,1.069,0.2,1.269,1.217,0.003,1.221,-0.428,-0.405,-0.833,-0.413,-0.141,-0.554,-0.576,-0.208,rui hachimura,Rui Hachimura,Los Angeles Lakers,-0.7,-0.1,-0.8,0.031,-0.165,0.196,236.0,244.0,8.0,0.023,-0.138,0.16,202.0,236.5,34.5,0.027,-0.122,0.149,226.0,243.0,17.0,1.309,5618.0,1.141,0.461,4.082,1.416,2.025,wing,3000+
2024-2026,2025.0,1631170,Jaime Jaquez Jr.,11608.0,11646.0,0.503,-1.212,-0.704,-1.916,0.043,0.188,0.232,0.648,-0.117,0.531,0.317,-0.378,-0.061,-0.895,-1.082,-1.977,-0.41,-0.702,-1.112,-0.564,-0.821,jaime jaquez,Jaime Jaquez Jr.,Miami Heat,-0.4,-0.3,-0.7,-0.222,-0.124,-0.098,277.0,237.0,-40.0,0.025,0.016,0.009,201.0,195.0,-6.0,-0.365,-0.305,-0.06,299.0,280.0,-19.0,0.661,5607.0,1.682,0.353,4.417,4.578,1.027,wing,3000+
2024-2026,2025.0,1626162,Kelly Oubre Jr.,11616.0,11624.0,0.504,-0.533,0.141,-0.392,-0.465,-0.512,-0.977,-0.013,-0.675,-0.688,0.142,-0.581,-0.439,-0.391,-0.44,-0.831,-0.408,-0.439,-0.846,-0.546,-0.534,kelly oubre,Kelly Oubre Jr.,Philadelphia 76ers,-0.7,-1.0,-1.6,-0.102,-0.494,0.392,257.0,309.5,52.5,0.027,-0.138,0.164,199.0,236.5,37.5,-0.181,-0.946,0.765,262.0,396.0,134.0,1.954,5717.0,1.518,0.636,4.534,1.82,1.625,wing,3000+
2024-2026,2025.0,203484,Kentavious Caldwell-Pope,11623.0,11623.0,0.504,0.224,0.491,0.715,-0.405,0.183,-0.222,-0.481,0.842,0.361,-0.035,1.144,1.109,0.189,1.635,1.824,-0.202,1.268,1.066,-0.257,1.333,kentavious caldwell pope,Kentavious Caldwell-Pope,Memphis Grizzlies,-1.3,0.5,-0.8,0.766,-0.165,0.931,97.0,244.0,147.0,0.183,-0.444,0.628,174.0,308.5,134.5,1.014,0.427,0.586,75.0,154.0,79.0,-0.376,5766.0,0.524,0.524,2.454,2.86,1.829,guard,3000+
2024-2026,2025.0,1641717,Cason Wallace,11660.0,11666.0,0.504,-0.103,0.824,0.721,-0.399,0.117,-0.282,-0.177,1.109,0.933,0.125,1.619,1.744,0.022,2.443,2.465,-0.196,1.815,1.619,-0.28,1.933,cason wallace,Cason Wallace,Oklahoma City Thunder,0.1,2.8,2.9,1.016,1.354,-0.338,67.0,41.5,-25.5,0.188,0.271,-0.083,171.0,153.5,-17.5,1.396,2.533,-1.137,40.0,7.0,-33.0,0.453,5618.0,1.192,0.641,2.999,3.159,1.749,wing,3000+
2024-2026,2025.0,201950,Jrue Holiday,11721.0,11752.0,0.506,1.67,0.546,2.216,0.025,0.544,0.57,-0.515,1.19,0.675,0.732,1.698,2.43,2.402,2.244,4.646,0.86,1.631,2.491,1.155,1.736,jrue holiday,Jrue Holiday,Portland Trail Blazers,1.5,1.2,2.7,1.412,1.272,0.141,39.0,47.5,8.5,0.994,0.987,0.007,61.0,67.5,6.5,1.268,1.068,0.199,49.0,65.5,16.5,-0.551,5724.0,1.453,0.541,4.101,5.623,2.409,guard,3000+
2024-2026,2025.0,1629130,Duncan Robinson,11731.0,11698.0,0.506,0.517,-0.396,0.121,-0.212,0.622,0.411,0.253,0.156,0.409,0.664,0.195,0.859,1.181,-0.201,0.98,0.576,-0.173,0.403,0.77,-0.24,duncan robinson,Duncan Robinson,Detroit Pistons,1.8,0.0,1.7,0.465,0.861,-0.396,152.0,89.0,-63.0,0.777,1.141,-0.363,89.0,57.5,-31.5,0.005,-0.03,0.035,231.0,223.5,-7.5,-1.559,5804.0,0.385,0.273,2.996,3.269,3.703,guard,3000+
2024-2026,2025.0,1627826,Ivica Zubac,11735.0,11741.0,0.506,-0.856,1.146,0.29,-1.804,0.379,-1.425,-0.799,1.26,0.461,0.163,1.812,1.975,-0.693,2.958,2.265,-1.263,2.241,0.978,-1.655,2.406,ivica zubac,Ivica Zubac,Indiana Pacers,0.1,0.8,1.0,0.726,0.574,0.152,104.0,124.0,20.0,-0.626,0.271,-0.897,338.0,153.5,-184.5,1.694,0.702,0.992,25.0,106.0,81.0,6.818,5867.0,4.037,1.307,9.124,2.528,0.0,big,3000+
2024-2026,2025.0,1628369,Jayson Tatum,11748.0,11698.0,0.506,2.478,-0.401,2.077,-0.269,0.184,-0.085,0.263,0.332,0.595,1.788,0.149,1.937,4.266,-0.252,4.014,2.048,-0.018,2.03,2.741,-0.069,jayson tatum,Jayson Tatum,Boston Celtics,3.7,1.4,5.0,1.203,2.216,-1.013,57.0,10.5,-46.5,1.9,2.112,-0.212,22.0,16.0,-6.0,0.114,1.251,-1.138,212.0,52.5,-159.5,-0.405,5793.0,0.764,0.522,7.836,5.469,3.269,guard,3000+
2024-2026,2025.0,1626181,Norman Powell,11813.0,11811.0,0.508,1.192,-0.565,0.627,-0.548,-0.144,-0.692,0.378,0.877,1.255,1.238,0.737,1.974,2.43,0.171,2.602,1.194,0.328,1.521,1.571,0.312,norman powell,Norman Powell,Miami Heat,1.5,0.2,1.7,0.972,0.861,0.111,72.0,89.0,17.0,1.249,0.987,0.261,46.0,67.5,21.5,0.355,0.153,0.202,166.0,191.5,25.5,-0.718,5668.0,0.375,0.286,3.36,2.223,3.188,guard,3000+
2024-2026,2025.0,1631128,Christian Braun,11814.0,11829.0,0.508,-1.249,-0.26,-1.509,0.553,0.059,0.611,1.059,0.723,1.782,1.437,0.793,2.23,0.188,0.533,0.721,-0.131,0.466,0.335,-0.19,0.463,christian braun,Christian Braun,Denver Nuggets,0.9,0.7,1.6,0.434,0.82,-0.386,159.0,94.0,-65.0,0.238,0.68,-0.443,165.0,97.5,-67.5,0.452,0.61,-0.159,152.0,125.0,-27.0,1.396,5731.0,1.495,0.528,4.328,2.871,1.225,wing,3000+
2024-2026,2025.0,1630577,Julian Champagnie,11818.0,11867.0,0.508,-0.817,-0.298,-1.114,0.641,-0.151,0.49,1.176,1.023,2.199,1.209,0.979,2.188,0.392,0.682,1.074,0.295,0.704,0.999,0.359,0.725,julian champagnie,Julian Champagnie,San Antonio Spurs,1.3,0.5,1.8,0.736,0.902,-0.167,103.0,85.5,-17.5,0.563,0.885,-0.322,117.0,77.5,-39.5,0.619,0.427,0.191,122.0,154.0,32.0,1.156,5673.0,1.161,0.73,5.166,2.164,3.008,wing,3000+
2024-2026,2025.0,1629651,Nic Claxton,11820.0,11853.0,0.508,-1.087,1.168,0.081,-1.001,-0.241,-1.241,-1.616,0.225,-1.39,-2.432,0.36,-2.073,-3.519,1.528,-1.991,-2.078,1.313,-0.765,-2.703,1.394,nic claxton,Nic Claxton,Brooklyn Nets,-1.0,-0.1,-1.1,-0.065,-0.288,0.224,251.0,271.0,20.0,-1.247,-0.291,-0.957,444.0,279.0,-165.0,1.045,-0.122,1.167,71.0,243.0,172.0,5.553,5920.0,3.15,1.964,7.182,3.387,0.055,big,3000+
2024-2026,2025.0,1631105,Jalen Duren,11951.0,11920.0,0.511,-0.423,0.564,0.141,-0.14,-0.031,-0.171,0.933,-0.084,0.849,1.029,-0.138,0.891,0.605,0.426,1.031,0.4,0.476,0.876,0.51,0.48,jalen duren,Jalen Duren,Detroit Pistons,3.5,0.4,3.9,0.68,1.764,-1.085,108.0,24.5,-83.5,0.643,2.01,-1.367,103.0,20.5,-82.5,0.459,0.336,0.123,151.0,166.5,15.5,7.074,5790.0,4.564,1.212,9.445,3.072,0.0,big,3000+
2024-2026,2025.0,1630596,Evan Mobley,11993.0,11946.0,0.512,-0.524,1.22,0.697,-0.728,0.531,-0.197,0.244,1.5,1.745,0.833,1.938,2.771,0.309,3.159,3.468,-0.21,2.508,2.298,-0.28,2.721,evan mobley,Evan Mobley,Cleveland Cavaliers,1.9,1.7,3.6,1.325,1.641,-0.317,44.0,28.5,-15.5,0.177,1.192,-1.014,176.0,52.5,-123.5,1.882,1.526,0.356,21.0,33.5,12.5,4.584,5780.0,2.684,1.856,7.985,3.862,1.053,big,3000+
2024-2026,2025.0,202691,Klay Thompson,12015.0,11972.0,0.512,2.297,-0.421,1.876,-0.649,-0.059,-0.707,-1.677,-0.749,-2.426,-0.284,-0.988,-1.272,2.012,-1.409,0.603,0.46,-1.024,-0.564,0.619,-1.17,klay thompson,Klay Thompson,Dallas Mavericks,-0.9,-0.6,-1.5,0.027,-0.452,0.479,237.0,299.0,62.0,0.689,-0.24,0.928,99.0,264.5,165.5,-0.591,-0.58,-0.011,336.0,338.5,2.5,-0.846,5749.0,0.607,0.545,3.419,2.611,4.296,guard,3000+
2024-2026,2025.0,1629023,P.J. Washington,12056.0,12058.0,0.513,-1.262,0.307,-0.955,0.056,-0.308,-0.252,-0.235,0.422,0.187,-0.42,0.479,0.058,-1.682,0.786,-0.896,-1.134,0.698,-0.436,-1.497,0.73,p j washington,P.J. Washington,Dallas Mavericks,-1.0,0.6,-0.5,0.085,-0.042,0.127,227.0,222.0,-5.0,-0.527,-0.291,-0.236,318.0,279.0,-39.0,0.614,0.519,0.096,126.0,142.0,16.0,2.64,5785.0,1.562,1.114,6.198,2.303,1.861,big,3000+
2024-2026,2025.0,1627734,Domantas Sabonis,12162.0,12112.0,0.515,0.818,0.701,1.519,-0.991,0.277,-0.714,0.001,0.888,0.889,0.574,0.862,1.436,1.392,1.563,2.955,0.616,1.471,2.087,0.819,1.589,domantas sabonis,Domantas Sabonis,Sacramento Kings,1.4,-0.3,1.1,1.229,0.615,0.614,53.0,120.0,67.0,0.808,0.936,-0.128,82.0,72.5,-9.5,1.155,-0.305,1.46,62.0,280.0,218.0,3.523,5923.0,3.799,0.474,10.229,7.136,0.626,big,3000+
2024-2026,2025.0,203952,Andrew Wiggins,12172.0,12171.0,0.515,0.433,0.55,0.982,-0.069,0.143,0.074,-0.636,-0.27,-0.906,0.141,-0.181,-0.04,0.574,0.369,0.943,-0.159,0.286,0.127,-0.204,0.28,andrew wiggins,Andrew Wiggins,Miami Heat,-0.8,-0.3,-1.0,0.34,-0.247,0.587,178.0,262.5,84.5,0.216,-0.189,0.405,167.0,249.5,82.5,0.326,-0.305,0.631,172.0,280.0,108.0,1.736,5827.0,1.928,0.989,3.75,2.836,2.218,wing,3000+
2024-2026,2025.0,1628991,Jaren Jackson Jr.,12196.0,12107.0,0.516,-0.024,1.138,1.114,-0.95,-0.201,-1.152,-0.775,1.768,0.993,-0.866,2.139,1.274,-0.89,3.278,2.388,-0.604,2.66,2.056,-0.799,2.906,jaren jackson,Jaren Jackson Jr.,Utah Jazz,-0.2,1.7,1.5,1.215,0.779,0.436,56.0,101.0,45.0,-0.123,0.118,-0.241,235.0,179.5,-55.5,1.988,1.526,0.462,16.0,33.5,17.5,2.615,5783.0,1.357,1.793,5.204,2.465,2.16,big,3000+
2024-2026,2025.0,1630552,Jalen Johnson,12202.0,12186.0,0.516,-0.032,0.011,-0.022,-0.559,0.435,-0.124,-0.26,0.864,0.604,-0.106,0.755,0.649,-0.139,0.765,0.627,-0.21,0.823,0.613,-0.293,0.874,jalen johnson,Jalen Johnson,Atlanta Hawks,1.1,0.8,1.9,0.56,0.943,-0.383,139.0,82.0,-57.0,0.177,0.783,-0.605,177.0,86.5,-90.5,0.702,0.702,-0.0,109.0,106.0,-3.0,1.179,5709.0,1.494,0.719,8.513,5.991,1.482,wing,3000+
2024-2026,2025.0,1629640,Keldon Johnson,12215.0,12172.0,0.516,-0.982,-1.168,-2.151,-0.379,0.018,-0.361,0.068,-0.425,-0.357,-0.318,-1.081,-1.399,-1.301,-2.249,-3.55,-0.692,-1.409,-2.1,-0.914,-1.593,keldon johnson,Keldon Johnson,San Antonio Spurs,0.7,-0.1,0.6,-0.67,0.41,-1.08,349.0,145.5,-203.5,-0.19,0.578,-0.768,253.0,108.0,-145.0,-0.86,-0.122,-0.738,377.0,243.0,-134.0,1.928,5780.0,2.143,0.33,5.257,2.684,1.949,wing,3000+
